2004|00-10100|CASH IN HAND|T|B|+|00-29997||2000000.0|370300.0|0.0|0.0|-1283235.0|-1831765.0|6680497.0|-2154600.0|-3246145.0|-2454450.0|-2491500.0|570500.0|2177350.0|2403648.0|0.0|
2004|00-10101|CASH IN TRANSIT|D|B|+|00-10100||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
2004|00-10202|PETTY CASH-LAB SEHAT JAKARTA|D|B|+|00-10100||2000000.0|370300.0|0.0|0.0|-1283235.0|-1831765.0|6680497.0|-2154600.0|-3246145.0|-2454450.0|-2491500.0|570500.0|2177350.0|2403648.0|0.0|
2004|00-11100|CASH AT BANK|T|B|+|00-29997||7332054.93|145399203.09|95137014.41|-47520373.25|15565008.0|-13924023.0|56294304.0|10049921.0|-55599967.0|10908909.0|5840311.0|19255659.0|-3556126.0|45616511.0|0.0|
2004|00-11110|CASH AT BANK-BCA IDR PRIMARY|D|B|+|00-11100||301248.33|136961576.33|95261261.0|-47438140.0|15736508.0|-13924023.0|54509504.0|10049921.0|-55599967.0|10908909.0|5840311.0|19255659.0|-3556126.0|45616511.0|0.0|
2004|00-11115|CASH AT BANK-BN IDR PRIMARY|D|B|+|00-11100||2500000.0|2500000.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
2004|00-11117|CASH AT BANK-LIPPO IDR PRIMARY|D|B|+|00-11100||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
2004|00-11193|CASH AT BANK-BN USD|D|B|+|00-11100||4530806.6|5937626.76|-124246.59|-82233.25|-171500.0|0.0|1784800.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
2004|00-11999|BANK CLEARING A/C|D|B|+|00-11100||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
2004|00-12000|TEMPORARY INVESMENT|T|B|+|00-29997||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
2004|00-12100|PROMES|T|B|+|00-12000||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
2004|00-12200|COMMERCIAL PAPER|T|B|+|00-12000||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
2004|00-12300|TIME DEPOSIT|T|B|+|00-12000||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
2004|00-12400|CALL DEPOSIT|T|B|+|00-12000||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
2004|00-12500|MARKETABLE SECURITIES|T|B|+|00-12000||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
2004|00-13000|NOTE RECEIVABLE - TOTAL|T|B|+|00-29997||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
2004|00-13100|NOTES RECEIVABLE|T|B|+|00-13000||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
2004|00-13200|POST DATED CHEQUE|T|B|+|00-13000||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
2004|00-13300|CANCELLED CHEQUE|T|B|+|00-13000||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
2004|00-14000|TRADE RECEIVABLE - TOTAL|T|B|+|00-29997||373548778.0|2998902704.1|10767010.0|155756530.0|35878867.0|-128839013.0|231057993.1|32264536.0|354090339.0|237176395.0|173902822.0|339854096.0|122980145.0|1060464206.0|0.0|
2004|00-14100|TRADE RECEIVABLE - UNAFF|T|B|+|00-14000||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
2004|00-14900|TRADE RECEIVABLE AFFILIATED|T|B|+|00-14000||373548778.0|2998902704.1|10767010.0|155756530.0|35878867.0|-128839013.0|231057993.1|32264536.0|354090339.0|237176395.0|173902822.0|339854096.0|122980145.0|1060464206.0|0.0|
2004|00-14902|TRADE RECEIVABLE-PT LAP MEDAN|D|B|+|00-14900||0.0|16155101.0|0.0|0.0|2371908.0|0.0|0.0|0.0|1394663.0|0.0|0.0|0.0|658350.0|11730180.0|0.0|
2004|00-14903|TRADE RECEIVABLE-PT LAP JKT|D|B|+|00-14900||0.0|107430522.0|0.0|0.0|26906449.0|0.0|-26773242.0|0.0|22848788.0|4378457.0|-20815607.0|7555202.0|1805734.0|91524741.0|0.0|
2004|00-14904|TRADE RECEIVABLE - MALINDO|D|B|+|00-14900||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
2004|00-14905|TRADE RECEIVABLE - PT.BIBIT|D|B|+|00-14900||80302300.0|132219877.0|0.0|-768000.0|16563725.0|0.0|-160000.0|-16275325.0|-16801815.0|13343019.0|18949623.0|6527396.0|-1491075.0|32030029.0|0.0|
2004|00-14906|TRADE RECEIVABLE - CISOKA FARM|D|B|+|00-14900||0.0|48352921.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|26250263.0|22102658.0|0.0|
2004|00-14907|TRADE RECEIVABLE - MALINDO BRD|D|B|+|00-14900||171102690.0|275957174.0|0.0|0.0|36638488.0|0.0|-116239194.0|0.0|66573854.0|65648468.0|3351485.0|45028253.0|18475265.0|-14622135.0|0.0|
2004|00-14908|TRADE RECEIVABLE - MALINDO CKG|D|B|+|00-14900||0.0|1808533.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|173250.0|57750.0|144375.0|-126092.0|1559250.0|0.0|
2004|00-14909|TRADE RECEIVABLE - MALINDO GRS|D|B|+|00-14900||17966988.0|41254974.0|0.0|0.0|-17966988.0|0.0|0.0|0.0|38590477.0|-29713664.0|86625.0|288750.0|231000.0|31771786.0|0.0|
2004|00-14910|TRADE RECEIVABLE-BOGOR AREA|D|B|+|00-14900||9953920.0|238722844.0|-9953920.0|27287340.0|42055765.0|-76168265.0|142183495.0|-101209508.0|-74785220.0|-17503430.0|48966005.0|8839410.0|3588655.0|235468597.0|0.0|
2004|00-14911|TRADE RECEIVABLE-BANDUNG AREA|D|B|+|00-14900||12190170.0|218709165.0|-12190170.0|52315090.0|-1686970.0|-46600950.0|34674930.0|-22402680.0|-16000000.0|2084050.0|2193750.0|24304365.0|-32331610.0|222159190.0|0.0|
2004|00-14912|TRADE RECEIVABLE-SERANG AREA|D|B|+|00-14900||0.0|204833123.0|0.0|73631800.0|-73631800.0|0.0|64941550.0|-5201000.0|-67554250.0|898790.0|2622555.0|79184380.0|-35361870.0|165302968.0|0.0|
2004|00-14913|TRADE RECEIVABLE-SURABAYA AREA|D|B|+|00-14900||38711140.0|122294593.0|7627301.0|-3839300.0|1752060.0|753501.0|-2849700.0|10117401.0|-942970.0|8413600.0|11565380.0|16090050.0|-2433980.0|37330110.0|0.0|
2004|00-14914|TRADE RECEIVABLE-MALANG AREA|D|B|+|00-14900||43321570.0|144965801.0|25283799.0|7129600.0|2876230.0|-6823299.0|-24514300.0|815501.0|705180.0|-956360.0|21787300.0|9497070.0|-2743900.0|68587410.0|0.0|
2004|00-14915|TRADE RECEIVABLE-YOGYA AREA|D|B|+|00-14900||0.0|102983012.0|0.0|0.0|0.0|0.0|0.0|13460100.0|-13277200.0|873075.0|868625.0|2754000.0|3793375.0|94511037.0|0.0|
2004|00-14916|TRADE RECEIVABLE-KALIJATI AREA|D|B|+|00-14900||0.0|211398585.0|0.0|0.0|0.0|0.0|0.0|0.0|197247160.0|47367925.0|-123822850.0|-64401950.0|55350900.0|99657400.0|0.0|
2004|00-14917|TRADE RECEIVABLE-SUBANG AREA|D|B|+|00-14900||0.0|136276445.0|0.0|0.0|0.0|0.0|0.0|0.0|67893952.0|-48840450.0|33849211.0|30053100.0|-60704680.0|114025312.0|0.0|
2004|00-14918|TRADE RECEIVABLE-DELI AREA|D|B|+|00-14900||0.0|730161404.1|0.0|0.0|0.0|0.0|109470154.1|113200950.0|112358400.0|149514475.0|123293610.0|148199535.0|104587410.0|-130463130.0|0.0|
2004|00-14919|TRADE RECEIVABLE-PATUMBAK AREA|D|B|+|00-14900||0.0|265378630.0|0.0|0.0|0.0|0.0|50324300.0|39759097.0|35839320.0|41495190.0|50949360.0|25790160.0|43432400.0|-22211197.0|0.0|
2004|00-14920|TRADE RECEIVABLE-SEMARANG AREA|D|B|+|00-14900||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
2004|00-14921|TRADE RECEIVABLE-KEDIRI AREA|D|B|+|00-14900||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
2004|00-14922|TRADE RECEIVABLE-PT TELUR IND.|D|B|+|00-14900||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
2004|00-14923|TRADE RECEIVABLE-PASURUAN AREA|D|B|+|00-14900||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
2004|00-14924|TRADE RECEIVABLE-MADIUN AREA|D|B|+|00-14900||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
2004|00-14925|TRADE RECEIVABLE-SOLO AREA|D|B|+|00-14900||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
2004|00-14926|TRADE RECEIVABLE-LAMONGAN AREA|D|B|+|00-14900||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
2004|00-14927|TRADE RECEIVABLE-PT.LAP BRLJKT|D|B|+|00-14900||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
